8069894	"Çarşı"	Carsi	36.54033	31.99365
8069895	"Kleopatra Havuzu"	"Kleopatra Havuzu"	36.53723	31.98864
8069896	"Yüz Yıl Atatürk Parkı"	"Yuz Yil Ataturk Parki"	36.54316	31.98805
8069898	"Damlataş Mağarası"	"Damlatas Magarasi"	36.5421	31.98988
8069899	"Damlataş Plajı"	"Damlatas Plaji"	36.54429	31.98491
8069900	"Damlataş Aqua Parkı"	"Damlatas Aqua Parki"	36.5454	31.98844
8069901	Tophane	Tophane	36.53503	31.99723
8069902	"Alanya Kalesi"	"Alanya Kalesi"	36.53216	31.99517
8069903	"Hisariçi"	Hisarici	36.53269	31.99248
8069904	"Alanya Otogarı"	"Alanya Otogari"	36.55327	31.97879
8069906	"Alanya Meteoroloji İstasyon Müdürlüğü"	"Alanya Meteoroloji Istasyon Mudurlugu"	36.55056	31.98027
8069907	Saray	Saray	36.54939	31.98762
8069908	"Alanya Müzesi"	"Alanya Muzesi"	36.5439	31.98887
8069909	"Başkent Hastanesi"	"Baskent Hastanesi"	36.547	31.99369
8069910	Kadıpaşa	Kadipasa	36.55027	31.99805
8069912	Şekerhane	Sekerhane	36.54977	32.00478
8069913	"Atatürk Evi Müzesi"	"Ataturk Evi Muzesi"	36.54856	31.99897
8069916	"Sugözü"	Sugozu	36.56006	31.99008
8069917	"Küçük Hasbahçe"	"Kucuk Hasbahce"	36.55834	32.00458
8069920	Hacımehmetli	Hacimehmetli	36.56752	31.96811
8069964	"Korsanlar Mağarası"	"Korsanlar Magarasi"	36.52993	31.99096
8069965	"Aşıklar Mağarası"	"Asiklar Magarasi"	36.5295	31.98887
8069966	"Fosforlu Mağarası"	"Fosforlu Magarasi"	36.53198	31.98916
8069967	"Adam Atacağı"	"Adam Atacagi"	36.53317	31.98959
8643382	"Toramanlar Sokak"	"Toramanlar Sokak"	36.55516	31.98226
9828976	"Alanya Port"	"Alanya Port"	36.53658	31.9988
9883313	"Kleopatra Aydin Hotel"	"Kleopatra Aydin Hotel"	36.55322	31.97901
9883314	"Hotel Dinler Alanya"	"Hotel Dinler Alanya"	36.56174	32.00222
9961741	Ikiz	Ikiz	36.54202	32.0012
9961701	"Hotel White City Beach"	"Hotel White City Beach"	36.54028	31.99498
9961703	"Hotel Saritas"	"Hotel Saritas"	36.52928	32.04516
9961704	"Volkan Hotel"	"Volkan Hotel"	36.54728	31.99544
9961708	"Aparthotel Green Park"	"Aparthotel Green Park"	36.5551	31.9717
9961709	"Artemis Princess"	"Artemis Princess"	36.53342	32.04103
9961710	"Alanya Buyuk"	"Alanya Buyuk"	36.54445	32.01015
9961714	"Oba Star Hotel"	"Oba Star Hotel"	36.53528	32.0516
9961717	"Kleopatra Euro Hotel"	"Kleopatra Euro Hotel"	36.54728	31.99544
9961719	"Kleopatra Balik Hotel"	"Kleopatra Balik Hotel"	36.57134	32.00936
9961720	"Alaiye Kleopatra Hotel And Apart"	"Alaiye Kleopatra Hotel And Apart"	36.55584	31.97433
9961722	"Xperia Saray Beach"	"Xperia Saray Beach"	36.54728	31.99544
9961726	"Grand Zaman Beach Hotel"	"Grand Zaman Beach Hotel"	36.54712	31.98394
9961728	"Hotel Savk"	"Hotel Savk"	36.54528	31.98611
9961729	"Club Dizalya"	"Club Dizalya"	36.54728	31.99544
9961731	Bavyera	Bavyera	36.56925	32.03982
9961733	Kaptan	Kaptan	36.53907	31.99693
9961736	"Kleopatra South Star"	"Kleopatra South Star"	36.55064	31.98397
9961737	Azak	Azak	36.54823	31.98146
9961738	"Grand Zaman Garden"	"Grand Zaman Garden"	36.54759	31.98461
9961742	"Tac Premier Hotel & Spa"	"Tac Premier Hotel & Spa"	36.5475	31.98544
9961743	"Hotel International"	"Hotel International"	36.54367	32.0147
9961744	"Hotel Grand Kaptan"	"Hotel Grand Kaptan"	36.5277	32.0478
9961747	"Palmera Kleopatra Beach"	"Palmera Kleopatra Beach"	36.55887	31.96329
9961749	"Kleopatra Ikiz"	"Kleopatra Ikiz"	36.56013	32.00213
316641	"Dimçayı"	Dimcayi	36.52285	32.05508
9961753	"Bora Bora Altan Aprt"	"Bora Bora Altan Aprt"	36.54728	31.99544
9961754	"Aska Kleopatra Beste"	"Aska Kleopatra Beste"	36.54545	31.98774
9961755	"Hotel Vital Beach"	"Hotel Vital Beach"	36.56954	32.00156
9963434	"Maxima Paradise Beach Resort"	"Maxima Paradise Beach Resort"	36.54528	31.98611
9963458	"Apart Hotel Green Garden"	"Apart Hotel Green Garden"	36.52083	32.03333
9963462	Bilkay	Bilkay	36.55003	31.98167
9963463	"Apart Sailorson"	"Apart Sailorson"	36.54528	31.98611
9963465	"Apart Hotel Sailor"	"Apart Hotel Sailor"	36.55056	31.98139
10063283	"Blue Sky Hotel"	"Blue Sky Hotel"	36.53854	32.02958
10099794	"Saphir Resort & Spa"	"Saphir Resort & Spa"	36.55	31.99
10099946	"Erciyes Hotel"	"Erciyes Hotel"	36.54598	32.00626
10100645	"Kleopatra Arsi Hotel"	"Kleopatra Arsi Hotel"	36.55202	31.9787
10100744	"Turkmen Otel"	"Turkmen Otel"	36.53017	32.04287
10107926	Panorama	Panorama	36.54349	32.0084
10107942	"Pekcan Hotel"	"Pekcan Hotel"	36.53594	32.03672
10107950	"Sweet Apart"	"Sweet Apart"	36.54505	32.01775
10107964	Mesut	Mesut	36.5344	32.03607
10107980	"Eftalia Aytur Hotel"	"Eftalia Aytur Hotel"	36.5441	32.0076
10109131	"Kleopatra Ramira Hotel"	"Kleopatra Ramira Hotel"	36.55547	31.98729
10109132	"Kleoapatra Atlas Hotel"	"Kleoapatra Atlas Hotel"	36.54215	31.99671
10109133	"Huzuray Hotel"	"Huzuray Hotel"	36.54481	32.01112
10110617	"Michell Hotel & Spa"	"Michell Hotel & Spa"	36.5177	32.06231
10110619	"Happy Homes Aparts"	"Happy Homes Aparts"	36.54891	31.99015
10110620	"Azak Suit Apart Hotel"	"Azak Suit Apart Hotel"	36.54618	32.0025
10110766	"Kleopatra Gungor Hotel"	"Kleopatra Gungor Hotel"	36.5496	31.98055
10110908	"Azak Beach Hotel"	"Azak Beach Hotel"	36.54751	31.98228
10111893	"Best Alanya Hotel"	"Best Alanya Hotel"	36.52554	32.05206
10112277	"Lonicera City Hotel"	"Lonicera City Hotel"	36.55085	31.98292
10113420	"Twin Apart Hotel"	"Twin Apart Hotel"	36.55	31.98194
10114660	"Alaaddin Beach Hotel"	"Alaaddin Beach Hotel"	36.54891	31.98023
10126279	Parador	Parador	36.5418	32.02089
10116255	"Rosella Hotel"	"Rosella Hotel"	36.54338	32.01815
10116256	"Rose Garden Apart"	"Rose Garden Apart"	36.55615	31.99157
10116258	"Blue Camelot Beach Hotel"	"Blue Camelot Beach Hotel"	36.52554	32.05071
10116260	"Kleopatra Aytur Apart"	"Kleopatra Aytur Apart"	36.54554	31.99039
10116262	"Holiday World Hotel"	"Holiday World Hotel"	36.54534	32.01462
10116266	"Eftalia Down Town"	"Eftalia Down Town"	36.54405	32.01387
10116268	"Club Bayar Beach Hotel"	"Club Bayar Beach Hotel"	36.52648	32.04748
10116269	"Boreas Suit"	"Boreas Suit"	36.53812	32.03663
10116270	Almera	Almera	36.54407	32.02238
10117994	"Palmiye Park Apart"	"Palmiye Park Apart"	36.55045	31.98381
10117996	"Aroma Hotel"	"Aroma Hotel"	36.54776	31.98237
10117997	"Albatros Apartments"	"Albatros Apartments"	36.53744	32.04056
10118045	"Grand Atilla Hotel"	"Grand Atilla Hotel"	36.54566	31.99906
10118719	"Mola Hotel"	"Mola Hotel"	36.54391	31.98748
10118756	"Diamond Hill Resort"	"Diamond Hill Resort"	36.52685	32.05338
10118769	"Kleopatra Beach Yildiz"	"Kleopatra Beach Yildiz"	36.5503	31.97928
10120095	"Verda Hotel"	"Verda Hotel"	36.54466	32.0151
10120096	"Tuna Apartments"	"Tuna Apartments"	36.55465	31.97282
10120097	"Sun Hotel Alanya"	"Sun Hotel Alanya"	36.54342	32.00776
10120098	"Sara Hotel"	"Sara Hotel"	36.5467	31.98463
10120099	"Moonlight Hotel"	"Moonlight Hotel"	36.53388	32.04128
10120100	"Monart City Hotel"	"Monart City Hotel"	36.54155	32.02156
10120101	"Millennium Park Hotel"	"Millennium Park Hotel"	36.54113	32.02873
10120103	"Kleopatra Saray Hotel"	"Kleopatra Saray Hotel"	36.54488	31.98763
10120104	"Kardelen Apartments"	"Kardelen Apartments"	36.5498	32.00782
10120105	"Ergun Hotel"	"Ergun Hotel"	36.54267	31.9973
10120106	"Emir Fosse Beach Ex Hamburg Hotel"	"Emir Fosse Beach Ex Hamburg Hotel"	36.53223	32.04065
10120107	"Damlatas Elegant"	"Damlatas Elegant"	36.54759	31.98718
10120108	"Best House"	"Best House"	36.54958	31.98579
10120109	"Best Beach Hotel"	"Best Beach Hotel"	36.5438	32.01322
10120110	"Berkan Hotel"	"Berkan Hotel"	36.54326	32.01787
10120111	"Atak Apart"	"Atak Apart"	36.55531	31.97934
10120567	"White Gold Hotel & Spa"	"White Gold Hotel & Spa"	36.5324	32.04007
10120569	"Monte Carlo Hotel"	"Monte Carlo Hotel"	36.53577	32.03531
10120570	"Kleopatra Alis Hotel"	"Kleopatra Alis Hotel"	36.5528	31.9763
10120571	"Hotel Villa Turka"	"Hotel Villa Turka"	36.53511	31.9969
10121161	"Tac Cleo Apart"	"Tac Cleo Apart"	36.5515	31.98079
10121788	"Kleopatra Bavyera Hotel"	"Kleopatra Bavyera Hotel"	36.54395	31.9878
10122606	"Oba Time Hotel"	"Oba Time Hotel"	36.53547	32.04082
10122607	"Sea Sight Hotel"	"Sea Sight Hotel"	36.54382	32.00243
10122615	"Ananas Hotel"	"Ananas Hotel"	36.53899	32.02885
10122616	"Akropol Hotel"	"Akropol Hotel"	36.52466	32.06009
10123318	"Sunset Beach"	"Sunset Beach"	36.51729	32.06046
10123320	"Merhaba Hotel"	"Merhaba Hotel"	36.54031	32.02433
10123324	"Big Blue Suite Hotel"	"Big Blue Suite Hotel"	36.54203	32.0319
10123366	"Lila Hotel"	"Lila Hotel"	36.53974	32.02802
10123367	"Cleopatra Sud Princess Apart"	"Cleopatra Sud Princess Apart"	36.55226	31.9824
10123601	"Primera Hotel"	"Primera Hotel"	36.54876	31.99988
10126258	"Sunny Hill Alya Hotel"	"Sunny Hill Alya Hotel"	36.5419	31.99066
10126259	"Sevki Bey Hotel"	"Sevki Bey Hotel"	36.52407	32.05312
10126261	"Muz Otel"	"Muz Otel"	36.55647	31.96695
10126263	Krizantem	Krizantem	36.52603	32.05012
10126265	"Kahya Hotel"	"Kahya Hotel"	36.54745	31.98518
10126266	"Glaros Hotel"	"Glaros Hotel"	36.54804	31.98652
10126269	"Club Paradiso Hotel"	"Club Paradiso Hotel"	36.52386	32.06389
10126270	"Maritim Hotel Club Alantur"	"Maritim Hotel Club Alantur"	36.52098	32.05565
10126271	"Caligo Apart Hotel"	"Caligo Apart Hotel"	36.54314	31.99458
10126272	"Sealine Hotel Ex Bonapart"	"Sealine Hotel Ex Bonapart"	36.546	32.00846
10126273	"Antique Roman Palace"	"Antique Roman Palace"	36.53195	32.04019
10126275	Uzel	Uzel	36.54508	31.98653
10126276	"Taksim International Obakoy"	"Taksim International Obakoy"	36.53476	32.03733
10126277	"Saray Aparhotel."	"Saray Aparhotel."	36.54956	31.98114
10126280	"Palmiye Beach Hotel"	"Palmiye Beach Hotel"	36.54803	31.98073
10126281	"Orient Palace Hotel"	"Orient Palace Hotel"	36.5239	32.06401
10126282	"Monart Luna Playa"	"Monart Luna Playa"	36.5292	32.04431
10126283	"Kleopatra Develi Hotel"	"Kleopatra Develi Hotel"	36.544	31.98699
10126285	"Elysee Hotel"	"Elysee Hotel"	36.54295	32.0183
10126286	"Concorde Hotel"	"Concorde Hotel"	36.54407	32.01358
10126360	"Selvi Hotel"	"Selvi Hotel"	36.55408	31.97845
10126361	"Riviera Hotel"	"Riviera Hotel"	36.54643	31.98505
10126366	"Kleopatra Ada Hotel"	"Kleopatra Ada Hotel"	36.559	31.965
10127428	"Blue Wave Suite"	"Blue Wave Suite"	36.53641	32.03702
10127430	"Residence Anfora"	"Residence Anfora"	36.5398	32.0287
10127432	"Kleopatra Ikiz Hotel"	"Kleopatra Ikiz Hotel"	36.5511	31.97891
10127436	Acar	Acar	36.53642	32.03675
10127437	"Orient Suite"	"Orient Suite"	36.54424	32.01215
10127438	"Neray Hotel"	"Neray Hotel"	36.54562	31.99388
10127439	Alperbey	Alperbey	36.52591	32.05421
10127440	"Mitos Apart"	"Mitos Apart"	36.53408	32.03969
10127443	"Sultans Dream"	"Sultans Dream"	36.55191	31.98227
10127446	"Tac Naula Apart"	"Tac Naula Apart"	36.55143	31.98081
10127447	"My Home Apart Hotel"	"My Home Apart Hotel"	36.54778	31.98656
10127448	"Kleopatra Hermes Hotel"	"Kleopatra Hermes Hotel"	36.55	31.98036
10127451	"Gold Safran Hotel"	"Gold Safran Hotel"	36.53615	32.03616
10127454	"Elysee Garden Family Hotel"	"Elysee Garden Family Hotel"	36.55248	31.99055
10127455	"Elysee Beach Hotel"	"Elysee Beach Hotel"	36.54802	31.98263
10127456	"Carina Hotel"	"Carina Hotel"	36.5454	31.98658
10127457	"Bora Bora Apart Hotel"	"Bora Bora Apart Hotel"	36.53935	32.04454
10127458	"Club Sidar"	"Club Sidar"	36.55139	31.98449
10127459	"Kleopatra Dreams Beach"	"Kleopatra Dreams Beach"	36.55329	31.97436
10127460	Caprice	Caprice	36.54643	31.99466
10127464	"Grand Uysal"	"Grand Uysal"	36.52773	32.04699
10127466	"Cleo South Princess"	"Cleo South Princess"	36.5487	31.98281
10127469	"Baronessa Apart Hotel"	"Baronessa Apart Hotel"	36.54956	31.98681
10127470	"Blue Star Hotel"	"Blue Star Hotel"	36.55567	31.98148
10127471	"Blue Diamond Alya"	"Blue Diamond Alya"	36.52532	32.05158
10127472	"Ark Suite Hotel"	"Ark Suite Hotel"	36.55635	31.99062
10127475	"Akya Apart Hotel"	"Akya Apart Hotel"	36.55353	31.97389
10127508	"Alin Hotel"	"Alin Hotel"	36.54481	31.98729
10127509	"Alanya Diamond Hotel"	"Alanya Diamond Hotel"	36.5422	32.02262
10127510	"Alanya Beach Hotel"	"Alanya Beach Hotel"	36.54353	32.01565
10127518	"Astor Beach"	"Astor Beach"	36.53554	31.99759
10129443	"Celine Hotel"	"Celine Hotel"	36.55465	31.97188
10129448	"Mirage Apart Hotel"	"Mirage Apart Hotel"	36.54743	32.00386
10129450	Sifalar	Sifalar	36.54766	32.00865
10129451	"Gunes Beach Alanya"	"Gunes Beach Alanya"	36.54352	32.01044
10129453	"Kleopatra Bebek Hotel"	"Kleopatra Bebek Hotel"	36.54445	31.98792
10129464	"Ozcan Hotel"	"Ozcan Hotel"	36.55131	31.97917
10129486	"Kleopatra Life Hotel"	"Kleopatra Life Hotel"	36.55495	31.97199
10129488	"Lavinia Apart Hotel"	"Lavinia Apart Hotel"	36.54398	32.01549
10129492	"Elite Orkide Suite & Hotel"	"Elite Orkide Suite & Hotel"	36.54951	31.99139
10129497	"Karat Hotel"	"Karat Hotel"	36.54715	31.98579
10129505	"Hedef Kleopatra Golden Sun"	"Hedef Kleopatra Golden Sun"	36.55323	31.97725
10129526	"Hatipoglu Hotel"	"Hatipoglu Hotel"	36.54663	31.98439
10129527	"Melissa Kleopatra Hotel"	"Melissa Kleopatra Hotel"	36.55538	31.97151
10129565	"Lila Apartments"	"Lila Apartments"	36.5466	32.0138
10129571	"Club Green Fugla Beach"	"Club Green Fugla Beach"	36.5301	32.06093
10129574	Fatih	Fatih	36.55559	31.97253
10129576	"Diamore Hotel"	"Diamore Hotel"	36.54489	31.99445
10129580	"Bon Apartments"	"Bon Apartments"	36.53499	32.04485
10129588	"Sultan Sipahi Resort Hotel"	"Sultan Sipahi Resort Hotel"	36.54601	31.98539
10129590	Wasa	Wasa	36.54332	31.99194
10129594	"Anahtar Apart Hotel"	"Anahtar Apart Hotel"	36.55572	31.97169
10129595	"Yeni Acun Apart Hotel"	"Yeni Acun Apart Hotel"	36.55543	31.97247
10129596	"Miray Hotel Alanya"	"Miray Hotel Alanya"	36.54836	31.9833
10129602	"Ozcakil Hotel"	"Ozcakil Hotel"	36.54445	32.00891
10129606	"Grand Okan Hotel"	"Grand Okan Hotel"	36.54751	31.98328
10129607	"Xperia Grand Bali"	"Xperia Grand Bali"	36.54375	31.98937
10129615	"Gorgulu Kleopatra Beach Hotel"	"Gorgulu Kleopatra Beach Hotel"	36.55738	31.96562
10129626	"Remi Hotel"	"Remi Hotel"	36.54639	31.98707
10129628	"Wien Hotel"	"Wien Hotel"	36.54345	32.01593
10129639	"Boulevard Hotel"	"Boulevard Hotel"	36.56013	32.00213
10129645	"Xperia Kandelor Hotel"	"Xperia Kandelor Hotel"	36.54844	31.98574
304964	Mahmutlar	Mahmutlar	36.49463	32.09085
319528	"Çamyolu"	Camyolu	36.50861	32.08278
6692513	Kargıcak	Kargicak	36.47817	32.10931
8068980	Kestel	Kestel	36.50657	32.07735
8069037	Laertes	Laertes	36.50507	32.10495
9961746	"Goldcity Tourism Complex"	"Goldcity Tourism Complex"	36.48021	32.13603
9961750	Atlanta	Atlanta	36.46364	32.1242
9961752	Ares	Ares	36.4927	32.09896
9961791	"Maritim Club Alantur"	"Maritim Club Alantur"	36.50777	32.07867
9963457	"Apart Hotel Albatros"	"Apart Hotel Albatros"	36.32	32.02
9963467	"Hotel Emir Fosse Beach"	"Hotel Emir Fosse Beach"	36.31547	32.02255
10100715	"Club Hotel Titan"	"Club Hotel Titan"	36.46153	32.12676
10109134	"Azura Park Tourism Complex"	"Azura Park Tourism Complex"	36.48918	32.11766
10116264	"Grand Santana Hotel"	"Grand Santana Hotel"	36.47698	32.10655
10117030	"Bariscan Hotel"	"Bariscan Hotel"	36.49502	32.08986
10120050	"Mikado Hotel"	"Mikado Hotel"	36.5036	32.07941
10122605	"Utopia World Hotel"	"Utopia World Hotel"	36.44952	32.12739
10122611	"Dinler Otel Alanya"	"Dinler Otel Alanya"	36.45915	32.12395
10122614	"Atlanta Hotel Alanya"	"Atlanta Hotel Alanya"	36.46364	32.1242
10126264	"First Class Hotel"	"First Class Hotel"	36.46606	32.11857
10126268	"Drita Hotel"	"Drita Hotel"	36.4652	32.11681
10127450	"Green Peace Hotel"	"Green Peace Hotel"	36.49297	32.0901
10127452	"Gold City"	"Gold City"	36.47937	32.1371
10127453	"Doris Aytur Hotel"	"Doris Aytur Hotel"	36.46892	32.11625
10127461	"Galaxy Beach Hotel"	"Galaxy Beach Hotel"	36.48963	32.0957
10127514	"Sunstar Beach Hotel"	"Sunstar Beach Hotel"	36.48257	32.10117
10127515	"Sunfire Beach"	"Sunfire Beach"	36.47638	32.10769
10127516	"May Garden Club"	"May Garden Club"	36.47111	32.11362
10127517	"Happy Elegant Hotel"	"Happy Elegant Hotel"	36.49552	32.08764
10129600	"Twins Suit"	"Twins Suit"	36.49375	32.08879
298593	"Üçırmak Deresi"	"Ucirmak Deresi"	36.95	31.4
299132	"Tirkaş Deresi"	"Tirkas Deresi"	36.85	31.35
299527	Tayıp	Tayip	36.98333	31.4
300627	Şişeler	Siseler	36.86528	31.40278
301238	Side	Side	36.76667	31.38889
301999	Salur	Salur	36.92861	31.4125
305177	Kuyumcular	Kuyumcular	36.95	31.36667
307036	"Kızlık Deresi"	"Kizlik Deresi"	36.8	31.35
307239	"Kızıldağ"	Kizildag	37.03917	31.35556
308218	Kemer	Kemer	36.8	31.4
309123	"Kargı Çayı"	"Kargi Cayi"	36.94449	31.39941
309483	Karamustafa	Karamustafa	36.98333	31.33333
310717	Kalemler	Kalemler	36.86633	31.35929
311517	Ilıca	Ilica	36.82153	31.3706
314398	"Göğü"	Gogu	36.93722	31.33917
315104	Evrenseki	Evrenseki	36.83868	31.35559
321270	"Beydiğin"	Beydigin	37.02881	31.37619
6495978	"Monachus Hotel"	"Monachus Hotel"	36.821	31.358
6496824	"Ew Corinthia Excelsior Hotel"	"Ew Corinthia Excelsior Hotel"	36.761	31.409
6497361	"Sertkaya Hotel"	"Sertkaya Hotel"	36.772	31.392
6498400	"Hotel Villa Side"	"Hotel Villa Side"	36.821	31.358
6499243	"Hane Hotel"	"Hane Hotel"	36.791	31.383
6518525	"Side Holiday Village"	"SIDE HOLIDAY VILLAGE"	36.7666	31.3666
6518709	"Side Star Park Hotel"	"SIDE STAR PARK HOTEL"	36.7666	31.3666
6518940	"Papillon Muna Hotel"	"PAPILLON MUNA HOTEL"	36.7666	31.3666
6518962	"Sun City Apartments Hotel"	"SUN CITY APARTMENTS HOTEL"	36.7666	31.3666
8069986	Evrenleryavşı	Evrenleryavsi	36.87268	31.41391
8070027	"Yeniköy"	Yenikoy	36.845	31.38613
8070028	"Gültepe"	Gultepe	36.81741	31.37846
8070029	Hatipler	Hatipler	36.81131	31.41114
8070030	"Polatlı Tatil Köyü"	"Polatli Tatil Koyu"	36.81131	31.33339
8070031	"Kumköy"	Kumkoy	36.80836	31.36159
9883199	"Barut Arum"	"Barut Arum"	36.789	31.376
9883200	"Barut Cennet & Acanthus"	"Barut Cennet & Acanthus"	36.78207	31.38836
9883292	"Barut Hemera - SIDE"	"Barut Hemera - SIDE"	36.787	31.381
9961579	"Iz Flower Side Beach"	"Iz Flower Side Beach"	36.7954	31.36596
9961585	"Hotel Elit Side"	"Hotel Elit Side"	36.76444	31.38861
9961588	"Sensimar Side Resort & Spa"	"Sensimar Side Resort & Spa"	36.80614	31.34573
9961589	"Summer Rose"	"Summer Rose"	36.77334	31.39402
9961590	"Aydinbey King's Palace Spa & Resort"	"Aydinbey King's Palace Spa & Resort"	36.80563	31.343
9961592	"Side Altinkum"	"Side Altinkum"	36.772	31.392
9961593	"Palmiye Hotel"	"Palmiye Hotel"	36.77904	31.39875
9961596	"Merve Sun"	"Merve Sun"	36.79	31.373
9961600	Arinna	Arinna	36.77021	31.41162
9961601	Canseven	Canseven	36.79203	31.39274
9961603	"La Vita's"	"La Vita's"	36.77436	31.39535
9961604	"Barut Hotels Hemera"	"Barut Hotels Hemera"	36.78998	31.37368
9961605	"Alba Royal"	"Alba Royal"	36.77499	31.39138
9961608	"Apart Hotel Victoria Princess"	"Apart Hotel Victoria Princess"	36.77828	31.40383
9961609	"Mutlu Motel"	"Mutlu Motel"	36.77274	31.39662
9961611	"Begonville Hotel"	"Begonville Hotel"	36.76819	31.38824
9961614	"Seher Sun Beach"	"Seher Sun Beach"	36.8081	31.34112
9961615	"Sultan Of Side"	"Sultan Of Side"	36.81078	31.33868
9961616	"Can Garden"	"Can Garden"	36.77279	31.39262
9961617	"Emir Garden"	"Emir Garden"	36.77251	31.39197
9961621	"Hotel Sirma"	"Hotel Sirma"	36.78107	31.3863
9961623	"Sunbeach Park"	"Sunbeach Park"	36.79678	31.36703
9961625	"Club Hotel Lindita"	"Club Hotel Lindita"	36.80706	31.38432
9961626	"Hotel Febeach Side"	"Hotel Febeach Side"	36.78394	31.38911
9961627	"Holiday Point Hotel & Spa"	"Holiday Point Hotel & Spa"	36.80434	31.35429
9961628	"Emir Beach"	"Emir Beach"	36.79153	31.37226
9961631	"Barut Hotels Arum"	"Barut Hotels Arum"	36.78926	31.37623
9961632	"Kamelya Selin"	"Kamelya Selin"	36.81087	31.33375
9961633	"Seher Resort & Spa"	"Seher Resort & Spa"	36.8081	31.34112
9961637	"Sweet Home Boutique Hotel"	"Sweet Home Boutique Hotel"	36.78296	31.40563
9961638	Emirhan	Emirhan	36.77621	31.39258
9961639	"Sueno Beach Side (Ex: Silence Park Resort)"	"Sueno Beach Side (Ex: Silence Park Resort)"	36.76203	31.40967
9961640	"Sunis Kumkoy Beach Resort Hotel & Spa"	"Sunis Kumkoy Beach Resort Hotel & Spa"	36.81176	31.34609
9961641	"Apart Hotel Sun City"	"Apart Hotel Sun City"	36.78056	31.39528
9961642	"Hotel Sentido Perissia"	"Hotel Sentido Perissia"	36.78986	31.37349
9961644	"Horus Paradise Luxury Resort & Club"	"Horus Paradise Luxury Resort & Club"	36.78312	31.38683
9961647	"Sidekum Hotel"	"Sidekum Hotel"	36.80213	31.36429
9961649	"Nova Beach Hotel"	"Nova Beach Hotel"	36.779	31.39
9961651	"Xanthe Resort & Spa Hotel"	"Xanthe Resort & Spa Hotel"	36.77521	31.39408
9961652	Nerton	Nerton	36.76601	31.38871
9961800	"Novum Garden Side Hotel"	"Novum Garden Side Hotel"	36.77992	31.42011
9961803	"Alba Queen"	"Alba Queen"	36.77881	31.42149
9961804	"Orfeus Park"	"Orfeus Park"	36.77564	31.39287
9963447	"Apart Milkyway"	"Apart Milkyway"	36.78944	31.37667
9963449	"Apart Hotel Risus"	"Apart Hotel Risus"	36.77827	31.40216
9963451	Sarihan	Sarihan	36.78334	31.3902
9965113	"Antik Boutique Hotel Side"	"Antik Boutique Hotel Side"	36.78638	31.39876
9970374	"Fox Garden"	"Fox Garden"	36.78042	31.40058
9970378	"Bella Hotel"	"Bella Hotel"	36.78035	31.41365
9970384	"Nova Park"	"Nova Park"	36.79478	31.37277
10063208	"Asteria Sorgun Resort"	"Asteria Sorgun Resort"	36.78436	31.38423
10099616	"Sunrise Queen Hotelsusp"	"Sunrise Queen Hotelsusp"	36.78794	31.37729
10099652	"Melas Resort Hotel Side"	"Melas Resort Hotel Side"	36.78755	31.37976
